,title,author,rating,pages,publisher,ISBN,genre,series,author_followers,publish_date
371,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,Kelly Weinersmith,3.96,368,Penguin Press,0399563822,Science,0,116,2017-10-17
372,Caesar's Last Breath: Decoding the Secrets of the Air Around Us,Sam Kean,4.22,384,"Little, Brown and Company",0316381640,Science,0,941,2017-07-18
373,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,4.06,364,Knopf Publishing Group(first published August 2017),1101946598,Science,0,792,2017-08-29
374,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,4.05,400,William Morrow Cookbooks(first published October 17th 2017),006222526X,Food,0,1403,2017-10-24
375,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,4.05,400,William Morrow Cookbooks(first published October 17th 2017),006222526X,Food,0,1403,2017-10-24
376,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,4.05,400,William Morrow Cookbooks(first published October 17th 2017),006222526X,Food,0,1403,2017-10-24
377,5 Ingredients – Quick  Easy Food,Jamie Oliver,4.12,320,HarperCollins Publishers(first published August 24th 2017),1443455067,Food,0,823,2017-10-24
378,Stirring Up Fun with Food: Over 100 Amazing and Easy Food Crafting Projects,Sarah Michelle Gellar,3.79,288,Grand Central Life & Style(first published April 4th 2017),1455538744,Add,0,32,2017-04-18
379,Give a Girl a Knife,Amy Thielen,3.67,320,Clarkson Potter Publishers,0307954900,Autobiography,0,69,2017-05-16
380,"Whole New You: How Real Food Transforms Your Life, for a Healthier, More Gorgeous You: A Cookbook",Tia Mowry,3.92,320,Ballantine Books,1101967358,Food,0,38,2017-03-14
381,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,Deb Perelman,3.94,352,Knopf Publishing Group,1101874813,Food,0,166,2017-10-24
382,BraveTart: Iconic American Desserts,Stella Parks,4.26,400,W. W. Norton  Company,0393239861,Food,0,51,2017-08-15
383,The Cooking Gene: A Journey Through African American Culinary History in the Old South,Michael W. Twitty,4.02,444,Amistad,0062379291,Food,0,113,2017-08-01
384,"Food, Health and Happiness: 115 On-Point Recipes for Great Meals and a Better Life",Oprah Winfrey,3.71,240,Flatiron Books,1250126533,Food,0,3263,2017-01-03
385,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.52,480,Simon  Schuster,1476753830,Food,0,337,2017-04-25
386,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",Bianca Bosker,3.9,329,Penguin Books,0143128094,Nonfiction,0,115,2017-03-28
387,Grocery: The Buying and Selling of Food in America,Michael Ruhlman,3.71,307,Harry N. Abrams,1419723863,Nonfiction,0,256,2017-05-16
388,The Wellness Mama Cookbook: 200 Easy-To-Prepare Recipes and Time-Saving Advice for the Busy Cook,Katie  Wells,3.88,336,Harmony(first published December 2016),0451496914,Food,0,20,2016-12-27
389,Coming to My Senses: The Making of a Counterculture Cook,Alice Waters,3.34,304,Clarkson Potter Publishers,030771828X,Food,0,193,2017-09-05
390,"Ready or Not!: 150+ Make-Ahead, Make-Over, and Make-Now Recipes by Nom Nom Paleo",Michelle Tam,4.48,352,Andrews McMeel Publishing,1449478298,Food,0,103,2017-08-01
391,Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body,Kathryne Taylor,4.43,272,Rodale Books,1623367417,Food,0,4,2017-05-16
392,Eight Flavors: The Untold Story of American Cuisine,Sarah Lohman,3.93,304,Simon  Schuster,1476753954,Food,0,29,2016-12-06
393,A Really Big Lunch: Meditations on Food and Life from the Roving Gourmand,Jim Harrison,4.01,275,Grove Press,0802126464,Food,0,929,2017-03-24
394,Sweet,Yotam Ottolenghi,4.34,368,Ten Speed Press(first published September 7th 2017),1607749149,Food,0,435,2017-10-03
395,Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains,Tieghan Gerard,4.35,304,Clarkson Potter Publishers,0553496395,Food,0,20,2017-09-12
396,Big Mushy Happy Lump,Sarah Andersen,4.29,128,Andrews McMeel Publishing,1449479618,Sequential,1,5441,2017-03-07
397,Big Mushy Happy Lump,Sarah Andersen,4.29,128,Andrews McMeel Publishing,1449479618,Sequential,1,5441,2017-03-07
398,Big Mushy Happy Lump,Sarah Andersen,4.29,128,Andrews McMeel Publishing,1449479618,Sequential,1,5441,2017-03-07
399,"Wonder Woman, Volume 1: The Lies",Greg Rucka,3.9,176,DC Comics(first published February 17th 2017),1401267785,Sequential,1,1419,2017-02-28
400,"Saga, Vol. 7",Brian K. Vaughan,4.51,152,Image Comics,1534300600,Sequential,1,10006,2017-04-04
401,Wires and Nerve,Marissa Meyer,4.15,238,Feiwel  Friends,1250078261,Sequential,1,82694,2017-01-31
402,"Monstress, Vol. 2: The Blood",Marjorie M. Liu,4.33,152,Image Comics,1534300414,Sequential,1,2817,2017-07-05
403,Real Friends,Shannon Hale,4.13,224,First Second,1626724164,Sequential,1,10926,2017-05-02
404,"Ms. Marvel, Vol. 6: Civil War II",G. Willow Wilson,4.22,136,Marvel,0785196129,Sequential,1,2490,2016-12-14
405,Everyone's a Aliebn When Ur a Aliebn Too,Jomny Sun,4.07,304,Harper Perennial,0062569023,Sequential,0,307,2017-06-27
406,The Best We Could Do,Thi Bui,4.38,329,Harry N. Abrams,1419718770,Sequential,1,323,2017-03-07
407,"Paper Girls, Vol. 2",Brian K. Vaughan,4.15,128,Image Comics,1632158957,Sequential,0,10006,2016-11-30
408,Band Together,Noelle Stevenson,4.0,112,BOOM! Box,1608869199,Sequential,1,3082,2016-12-13
409,"My Favorite Thing Is Monsters, Vol. 1",Emil Ferris,4.16,414,Fantagraphics,1606999591,Sequential,1,550,2017-02-14
410,"The Legend of Korra: Turf Wars, Part One",Michael Dante DiMartino,4.28,76,Dark Horse,1506700152,Fantasy,1,630,2017-07-26
411,"The Vision, Volume 2: Little Better than a Beast",Tom King,4.43,136,Marvel(first published November 30th 2016),0785196587,Sequential,1,1036,2016-12-13
412,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",Jonathan Hickman,4.17,240,Image Comics,1534300279,Sequential,1,1125,2017-01-25
413,"Black Hammer, Vol. 1: Secret Origins",Jeff Lemire,4.2,184,Dark Horse,1616557869,Sequential,1,2362,2017-04-25
414,"Bitch Planet, Vol. 2: President Bitch",Kelly Sue DeConnick,4.28,144,Image Comics,1632157179,Sequential,1,2046,2017-06-06
415,"Imperial Phase, Part I",Kieron Gillen,4.01,200,Image Comics,1534301852,Sequential,0,1263,2017-06-07
416,Username: Uprising,Joe Sugg,3.97,192,Hodder & Stoughton,B06XC69N4R,Sequential,1,602,2017-09-21
417,Spill Zone,Scott Westerfeld,4.03,224,First Second,159643936X,Sequential,1,17765,2017-05-02
418,The Sun and Her Flowers,Rupi Kaur,4.17,256,Andrews McMeel Publishing,1449486797,Poetry,0,16757,2017-10-03
419,The Sun and Her Flowers,Rupi Kaur,4.17,256,Andrews McMeel Publishing,1449486797,Poetry,0,16757,2017-10-03
420,The Sun and Her Flowers,Rupi Kaur,4.17,256,Andrews McMeel Publishing,1449486797,Poetry,0,16757,2017-10-03
421,Depression & Other Magic Tricks,Sabrina Benaim,3.8,75,Button Poetry(first published August 18th 2017),1943735204,Poetry,0,410,2017-08-22
422,Solo,Kwame Alexander,3.98,464,Blink,0310761832,Poetry,0,1643,2017-07-25
423,Love Her Wild,Atticus Poetry,4.03,225,Atria Books,1501171232,Poetry,0,2139,2017-07-11
424,Long Way Down,Jason Reynolds,4.34,306,Atheneum/Caitlyn Dlouhy Books,1481438255,Young,0,3883,2017-10-24
425,We Come Apart,Sarah Crossan,3.68,336,Bloomsbury Childrens,1408878860,Poetry,0,1190,2017-02-09
426,New American Best Friend,Olivia Gatwood,4.33,55,Button Poetry,1943735107,Poetry,0,261,2017-03-28
427,There Are More Beautiful Things Than Beyoncé,Morgan  Parker,4.01,85,Tin House Books,1941040535,Poetry,0,340,2017-02-14
428,Plum,Hollie McNish,4.04,125,Picador,1509815767,Poetry,0,74,2017-06-15
429,Electric Arches,Eve L. Ewing,4.28,94,Haymarket Books(first published August 21st 2017),1608468569,Poetry,0,561,2017-09-12
430,Magdalene,Marie Howe,4.1,96,W. W. Norton  Company,0393285308,Poetry,0,161,2017-03-28
431,Adultolescence,Gabbie Hanna,3.6,248,Atria/Keywords Press(first published September 9th 2017),1501178326,Add,0,210,2017-09-19
432,Broken Wishbones and Empty Spaces,Pyrokardia,3.41,128,CreateSpace Independent Publishing Platform,1539668150,Poetry,0,29,2017-01-22
433,When I Grow Up I Want to Be a List of Further Possibilities,Chen  Chen,4.28,96,BOA Editions Ltd.,1942683332,Poetry,0,61,2017-04-11
434,Nature Poem,Tommy Pico,4.42,78,Tin House Books,1941040632,Poetry,0,135,2017-05-09
435,"Exits, Desires, and Slow Fires",J.R. Rogue,4.22,81,,English,Poetry,0,532,2017-09-21
436,Magic with Skin On,Morgan Nikola-Wren,4.07,144,Luminarium Press,0998589802,Poetry,0,97,
437,Portrait of the Alcoholic,Kaveh Akbar,4.48,45,"Sibling Rivalry Press, LLC",1943977275,Poetry,0,244,2017-01-26
438,Don't Call Us Dead,Danez Smith,4.52,96,Graywolf Press,1555977855,Poetry,0,357,2017-09-05
439,Hard Child,Natalie Shapero,4.13,96,Copper Canyon Press,1556595093,Poetry,0,11,2017-04-11
